moroni 0 -0,299007194162815 1 0
haven´t 7291 -0,620649710819428 1 0
25.06 7292 -0,110310199954691 1 0
07:00 7293 -0,921355374819299 1 0
sigh 7294 -0,262137748655927 1 0
tianjin 7295 -1,1864970738471 1 0
threadbare 7296 -0,909437392004504 1 0
careworn 7297 -2,38588911094046 1 0
foul-smelling 7298 -2,5580390476892 1 0
raise 7299 -0,366887046940106 3 1
rails 7300 -2,40125050195551 1 0
hitting 7301 -2,43986895668314 1 0
leaning 7302 -1,29234665101038 1 0
mealtime 7303 -1,26592498671539 1 0
margin 7304 -0,787673735100624 1 0
closest 7305 -2,31293491707786 2 1
haneda 7306 -1,33088665210218 3 0
setting 7307 1,0560227328241 1 1
20000 7308 -1,14876845281048 1 0
sounds 7309 -1,1623652548354 1 0
admission 7310 0,551647004648879 1 0
inefficiency 7311 -0,438895753137253 1 0
ounce 7312 -2,54072261887636 3 0
gesturing 7313 -1,36668962890594 1 0
preferring 7314 -0,64504568150502 1 0
unsatisfying 7315 -0,367686121243837 1 0
chinaair 7316 -0,953130361415972 1 0
designated 7317 -2,39892692696253 2 0
mothers 7318 -0,641472090194687 1 0
42.50 7319 -1,33978834610423 1 0
instruction 7320 -0,639874173160584 2 1
troubleshoot 7321 -1,72358342047016 1 0
turbulence 7322 -1,15441819091999 6 6
4x 7323 -0,493979347960082 1 0
advertised 7324 12,0386064300028 1 1
features 7325 8,00785708427795 1 2
gamble 7326 -1,81469512242577 1 0
22lbs 7327 -0,726778143237707 2 0
lax-can 7328 -0,5379033716572 1 0
bru 7329 0,946056615582694 1 1
30h 7330 -1,23398493595141 1 0
downgraded 7331 0,0844408059420254 2 0
carrier's 7332 0,0759932880643723 1 0
unresponsive 7333 -1,0395985020509 1 0
awareness 7334 -0,940249881493044 1 0
meaningful 7335 0,270358860339205 1 0
frustrate 7336 -1,21586773256579 1 0
infuriate 7337 -0,373425138636224 1 0
2015 7338 15,9817699056965 2 12
330 7339 1,51222660844784 1 3
allocated 7340 -0,174503050034169 1 1
overheated 7341 -2,07759390532858 1 0
illuminated 7342 -2,80025428980601 1 0
neighbour 7343 -2,57549857225991 1 0
inadequate 7344 -2,35401050241385 1 0
severe 7345 2,3095049149401 3 3
flushed 7346 -2,17992716793899 1 0
intense 7347 -1,84362060234119 1 0
heat 7348 0,423690302215372 1 1
vibrated 7349 -2,99445165870453 1 0
droplets 7350 -2,13336672584217 1 0
drip 7351 -3,01051051719604 1 0
bussed 7352 -2,54441704756786 1 0
shed 7353 -2,01825072840706 1 0
readers 7354 -1,52701291550277 1 0
qantas 7355 4,82233298556988 4 9
mystery 7356 -2,98545077619397 1 0
executives 7357 -1,59836732987238 1 0
source 7358 -1,20453122151295 1 0
communicates 7359 0,40446933261327 1 0
victim 7360 -1,39823979316197 1 0
doen't 7361 -0,00410851482493269 1 0
passanger 7362 -0,106073935751838 1 0
shelter 7363 -1,3948250430612 1 0
weathet 7364 -1,52838032782468 1 0
ineptitude 7365 0,367206182315576 1 0
misdirected 7366 -0,114889050142322 1 0
areas 7367 5,49887600238383 2 5
newspapers 7368 7,87356036136558 1 11
blinds 7369 -2,31540457760701 1 0
flooded 7370 -2,55181842444084 1 0
3.45 7371 -1,97970525854253 1 0
3hr 7372 -0,880696556987565 1 1
markedly 7373 -1,45369870311287 1 0
denver 7374 -2,56528533183284 3 0
partnered 7375 -1,06228031998606 1 0
4:20 7376 -1,4233291530159 1 0
16:20 7377 -0,1789196574031 1 0
22:00 7378 -0,639968867897973 1 0
11:05 7379 -0,270898648850107 1 0
est 7380 -1,11221593106734 3 1
6:55 7381 -0,471074542436318 1 0
1-1.5 7382 0,249531560507385 1 0
exited 7383 3,1565483123793 1 1
9:54 7384 -0,62057672861059 1 0
fl 7385 0,376525545481837 1 0
11:18 7386 -0,271142174802321 1 0
slightly 7387 16,194244241479 4 16
from/to 7388 -1,11258562529114 1 0
ei129 7389 -1,06258281192863 1 0
beside 7390 10,4558097587227 3 7
prioirity 7391 -1,21750044143642 1 0
nap 7392 0,631106094797657 1 1
nonstop 7393 0,977300340625132 1 1
disturbed 7394 -1,78953365352449 2 0
chart 7395 2,9296054960832 1 1
lactose 7396 0,128480046814531 1 0
banquet 7397 -1,30542923035353 1 0
brush 7398 -0,94711822804395 1 0
pek 7399 8,47878346726242 2 8
lacks 7400 -1,17560607366059 1 0
spoil 7401 0,0211969295149654 1 0
marseille 7402 0,18281916891356 2 0
accessed 7403 -2,86090518872296 2 0
device 7404 7,85736687451478 3 6
ukand 7405 -0,553661488161265 1 0
fear 7406 1,47018607853455 1 2
zacatecas 7407 -1,89071837127708 1 0
reassigned 7408 -2,45296545617886 2 0
purposes 7409 1,33526744620654 1 2
ludicrous 7410 0,145662062589853 1 0
last-names 7411 -0,706531102399589 1 0
fuss 7412 17,341601825618 2 3
modification 7413 -0,533632581603542 1 0
supportive 7414 26,716685654091 1 11
mix-up 7415 1,17283476566562 1 1
portland 7416 -3,75364014238754 3 0
boasts 7417 -1,96262221385847 1 0
amenities 7418 9,72575182711042 2 9
boast 7419 -2,40490589565826 1 0
tequila 7420 4,13834842417312 1 5
noted 7421 -3,00913307853468 2 2
awakened 7422 -1,68853848110351 1 0
consisted 7423 4,23614311815991 2 9
somewhat 7424 9,22878597659468 2 4
thin 7425 -4,03431800833639 3 1
condiments 7426 -1,8108113265181 1 0
sized 7427 -1,55799687824119 1 1
apple 7428 10,6358351187947 1 7
wilted 7429 -0,994890775761982 1 0
greens 7430 -2,39076039958315 2 0
garnished 7431 -2,01789996587574 2 0
teaspoon 7432 -3,13180147257252 2 0
peas 7433 -2,41875222042145 1 0
dressing 7434 -0,795292585620327 1 1
bare 7435 -2,5334128963451 2 0
condiment 7436 -1,15389373370162 1 0
rigatoni 7437 -1,38956330292372 1 0
unseasoned 7438 -0,90081852041223 1 0
tomato 7439 -0,566915262801068 1 1
vanilla 7440 -4,69366057179573 3 0
pudding-like 7441 -1,88042384077815 1 0
artificial 7442 -0,152790597385164 1 1
ounces 7443 -2,24785305361629 1 0
monitor 7444 -0,108244873028362 1 1
k 7445 -1,83765931769165 1 0
bottled 7446 1,8408980220281 1 2
naively 7447 0,464738651069225 1 0
840 7448 0,460615062043357 1 0
straighten 7449 -0,862368372996509 1 0
misunderstanding 7450 0,68324556396494 1 1
miffed 7451 -0,208897758698509 1 0
890 7452 -0,331180912922686 1 0
restore 7453 -0,842212351757201 1 0
believed 7454 0,240434996895695 1 1
futile 7455 -0,166473039829393 1 0
copenhagen-dusseldorf-miami 7456 -1,89026462812455 1 0
protein 7457 -1,6533238985824 1 0
10-11 7458 -1,48969102226649 1 0
winnipeg 7459 12,3916849052029 1 6
overcrowded 7460 -3,042850210817 2 0
oversold 7461 -2,27181710729926 2 0
commotion 7462 -1,52655331125788 1 0
korean 7463 -1,65807466849595 3 0
membership 7464 -0,773972236166695 2 0
flatly 7465 0,263561985252221 1 0
printout 7466 0,625270328449677 1 0
condescending 7467 -0,739646244533195 1 0
stepped 7468 -0,438340021315189 2 3
misconnection 7469 0,150098101911181 1 0
wears 7470 0,426728456153874 1 0
reynosa 7471 -3,36407683946382 5 0
autobus 7472 -0,661803702386936 1 0
mazatlán 7473 -0,407333084432098 1 0
mishaps 7474 -1,01124538793752 1 0
feed 7475 -2,28122784382721 1 0
obligations 7476 -1,65634244836697 1 0
comings 7477 -1,74068544685873 1 0
listing 7478 -6,65561218762566 1 0
linate 7479 -0,233554859195629 4 2
awesome 7480 21,3247843600459 1 11
630 7481 -1,07554997460709 2 0
he/she 7482 -0,918611938794428 1 0
780 7483 0,498203312977312 1 0
identification 7484 -0,578136308434483 2 0
license 7485 1,11813742319035 1 1
trans 7486 -1,28671903209142 1 0
sufficed 7487 -1,88958909995369 1 0
fixing 7488 0,440812813975295 1 0
bickering 7489 0,471180455699181 1 0
upside 7490 -0,643148253319388 1 0
singled 7491 -1,80056985449072 2 0
comply 7492 -2,19987230002874 2 0
measured 7493 -1,09250322891981 1 0
reprimanded 7494 -1,22406509221721 1 0
intimidating 7495 0,378156562325618 1 0
delicate 7496 -1,25387052803015 1 0
art 7497 2,50528410091311 1 2
unframed 7498 -0,173880812979248 1 0
15-20min 7499 -0,471806874671861 1 0
magazine 7500 -11,8629298011134 3 6
surcharge 7501 0,180544245699674 1 1
strictly 7502 -0,696921366358605 1 0
snaked 7503 -1,7894830562591 1 0
compressed 7504 31,910903650667 1 1
painfully 7505 -0,552677680017742 1 0
witness 7506 -1,9470940771732 1 0
0200 7507 -1,02384785978303 1 0
airborne 7508 -0,930966995112117 1 0
substandard 7509 -2,57833722037186 2 0
disembarking 7510 5,28986948006315 1 7
aerobridge 7511 -1,94957919318675 1 0
blocking 7512 -0,797711812284641 1 0
path 7513 -1,95613615860051 1 0
service/food/treatment 7514 -0,733099317752337 1 0
phrases 7515 -1,46730021385816 1 0
forbid 7516 -1,25320515211355 1 0
pointing 7517 -1,42475663019566 2 0
animal 7518 -0,579938367512048 1 0
scuba 7519 -1,09210963253496 1 0
diving 7520 -0,849719003517981 1 0
decompression 7521 0,114859407541742 1 0
sickness 7522 1,41954096533337 1 1
die 7523 -1,80952047552425 2 2
incurring 7524 -0,706753652220012 1 0
poorer 7525 -0,0727017087269117 1 0
heartless 7526 -1,16420452453392 2 0
non-cancellation 7527 -0,969300479427586 1 0
stone 7528 -0,883268002645703 1 0
bagel 7529 -1,08940196069395 1 0
adequate 7530 17,1726429405029 1 17
speaks 7531 -3,56162652543822 3 1
yvr-mex 7532 -1,26680464431029 1 0
remotely 7533 -11,4838053770288 3 0
unwanted 7534 1,42937480482709 1 2
acknowledgment 7535 -0,555760223910101 1 0
guaranteed 7536 -4,17862867977406 3 0
illegal 7537 -3,22912892872893 1 0
preboard 7538 -2,21269988767463 1 0
zrh-dus 7539 -2,82545868504115 1 0
dus-auh 7540 -4,23476859351377 1 0
design 7541 -0,362871188699673 1 2
1.8 7542 -10,0586222553433 1 0
million 7543 -9,68085013999643 2 1
miler 7544 -9,91868908545873 1 0
millions 7545 -10,6935692240454 1 0
10000 7546 -10,2028581941979 1 0
ranges 7547 -8,64373628149914 1 1
86 7548 0,340596084362174 1 0
83 7549 -1,0567648828294 1 0
assisted 7550 16,0313619439171 1 11
volume 7551 -2,22911391869612 2 0
callers 7552 -0,0147775926696032 1 0
wait.his 7553 -0,281771183424523 1 0
turmoil 7554 -0,322087866683531 1 0
coworkers 7555 -0,177789047722607 1 0
havent 7556 -0,738996697281951 1 0
this.i 7557 0,312599112145882 1 0
canada's 7558 4,31727066152602 3 9
woke 7559 2,4836049049085 2 3
6:00am 7560 -0,48847315697394 1 0
foregoed 7561 0,322206406724735 1 0
irritated 7562 -11,1405800359513 1 0
grenada 7563 -0,641565061240254 3 0
reloading 7564 -0,950979895634102 1 0
distribution 7565 -1,34850413158932 1 0
unattended 7566 -0,482774560797389 1 0
unphased 7567 -0,213906582777345 1 0
nonchalantly 7568 0,414489078295645 1 0
tighter 7569 1,92266092254904 1 1
snappy.i 7570 -0,58867159815909 1 0
relaxed 7571 7,67592384665083 1 8
guards 7572 -1,81205679616521 3 0
surveillance 7573 -0,454479737605192 1 0
stranger 7574 -0,257341104586302 2 0
screamed 7575 -2,68684786250202 2 0
translated 7576 -1,32651849357715 1 0
reprieve 7577 -0,499609082424831 1 0
consulted 7578 -0,89083153907714 1 0
prisoner 7579 -1,51318458463679 1 0
crete 7580 9,33015648845125 1 6
1997 7581 -1,92046839800685 1 0
txl-auh-hkt 7582 -2,00989658912173 1 0
1.88m 7583 0,573496901045319 1 1
earn 7584 0,0792363367878071 1 1
kitchen 7585 -0,3982434209428 2 2
lecture 7586 12,2531512877686 1 1
undertone 7587 -2,68503347131658 1 0
supplies 7588 4,13828270274134 1 2
suffice 7589 -1,69283621152529 1 0
hkt 7590 -1,41676353556885 1 1
bazaar 7591 -1,29122775913739 1 0
dxb 7592 -3,7463995485317 2 0
doh 7593 -0,796304749369763 1 0
ek 7594 -1,83698550571547 1 0
25-nov-2018 7595 -0,956974961495481 1 0
2:30am 7596 -2,32229133305247 2 0
12:30pm 7597 -0,217057071913526 1 0
cancellation/delay 7598 -0,529870107271648 1 0
dismissed 7599 -0,370184816778724 1 0
deceived 7600 -0,810794538078268 2 0
reflects 7601 1,71104854802184 1 1
personnel’s 7602 0,441774766865082 1 0
ton 7603 0,417935176714293 1 0
aggravation 7604 0,631906716819809 1 1
bullet 7605 0,255437961665652 1 0
complicated 7606 10,7829430294609 2 2
appointment 7607 -7,06029795192196 1 2
handsomely 7608 -10,6244302516917 1 0
exhausting 7609 -11,3352401934263 1 0
taipei 7610 -1,15127057351697 2 0
carelessly 7611 0,160612376202183 1 0
expressing 7612 1,60343067208465 1 1
hourly 7613 0,130455176127355 1 0
stain 7614 -0,946551480724733 1 0
providenciales 7615 -9,5680049079787 1 1
assault 7616 -10,5678971814773 1 0
person's 7617 -11,2140769146448 1 0
5'11 7618 -15,3208016006839 2 2
appallingly 7619 -10,6527366400942 1 0
salary 7620 -0,201655234583493 1 0
aeromexico/delta 7621 -0,397741113322666 1 0
fiancé 7622 2,6478108336906 2 2
misunderstandings 7623 -0,49267473402092 1 0
downside 7624 32,6394249096231 1 9
deals 7625 -0,0974438658437895 2 0
billing 7626 0,0223232402104527 1 0
re-sell 7627 -0,215752049775679 1 0
flags 7628 -1,11749425424146 1 0
denies 7629 -0,100366140110589 1 0
override 7630 -1,16455652646933 1 0
developing 7631 9,09053871542706 1 1
sporting 7632 -3,06973900644562 2 0
skis 7633 -2,72064676998213 2 0
robots 7634 -1,60239007487073 1 0
irritation 7635 -1,68089221305255 1 0
amateurish 7636 -1,26224316338182 1 0
jfk-hong 7637 -1,32783176434591 1 0
ca990 7638 -0,358409835146 1 0
jfk's 7639 -0,276201641269122 1 0
airtrain 7640 -2,6811863088427 2 0
cut-off 7641 -1,38655105386234 1 0
airport's 7642 3,73939670288907 1 3
solves 7643 -1,6264773437411 1 0
download 7644 16,0584346242521 8 6
devices 7645 -1,67737592816231 2 1
lauderdale 7646 -5,89465846102436 3 6
lousy 7647 -6,8768547842637 1 1
prmised 7648 -8,04975337593339 1 0
considerably 7649 -5,56898078102105 1 2
reconfirm 7650 1,71092208736153 1 1
sprung 7651 0,691785444501688 1 0
3k 7652 -0,196255684316277 1 0
finnair 7653 -1,17713362065942 1 0
substantially 7654 1,93147046399837 1 3
sacramento 7655 -1,01305341879514 1 0
smf 7656 -1,33676227672806 3 0
2315 7657 -0,565550506564579 1 0
gdl 7658 -1,1214892545815 3 1
0515 7659 0,329350561801973 1 0
0530 7660 -1,16688528450527 1 0
nite 7661 0,398694906383145 1 0
info/updates 7662 0,357196381295657 1 0
controlled 7663 2,07593606127237 1 1
annual 7664 3,62931655358026 1 1
dates/times/prices 7665 -1,54180914440277 1 0
guidelines 7666 -1,26964866950626 3 0
underweight 7667 -0,0759226383994904 1 0
ur 7668 -1,76715478625482 3 0
114 7669 -0,865659276612876 1 0
wished 7670 9,29423850276239 2 4
rolled 7671 -1,3400652845111 1 0
upc 7672 -0,955666946878502 1 0
03 7673 -1,14459976718975 1 0
9.90 7674 -1,17155021502243 1 0
magic 7675 -1,11510420009266 1 0
convey 7676 -1,43713776107744 1 0
could-care-less 7677 0,274288102925889 1 0
shine 7678 -0,751109107933524 1 0
excluding 7679 -0,783199670344218 1 0
bounced 7680 -0,502785483795584 1 0
flux 7681 -1,40082208430433 1 0
lightweight 7682 -1,96599880497251 1 0
locker 7683 0,0514864463133209 1 1
routes.i 7684 0,188711787429038 1 0
material 7685 -0,156341960540201 1 1
bills 7686 0,286794250731726 1 0
relation 7687 1,80739465444693 1 1
marking 7688 -0,052117150533999 1 0
montego 7689 -1,4893366843878 2 0
bay 7690 -25,9441303326954 5 0
15mins 7691 -0,39669266724805 1 0
encounter 7692 11,4936576794803 3 1
3:10pm 7693 0,412239604542143 2 0
bet 7694 3,39068369539021 1 2
3:00pm 7695 -0,679881194364224 1 0
yours 7696 -0,443747430687653 1 0
shit 7697 -0,236539401596663 1 0
10.00 7698 -1,35579382430566 1 0
click 7699 -1,59975650254626 1 0
excellence 7700 -0,407727273557208 1 0
guidance 7701 -2,01873578090162 3 0
sample 7702 -1,50969992946354 1 0
infamous 7703 -1,58409400097285 1 0
olb-txl 7704 -35,863219611609 1 0
ua 7705 -15,3490128874076 2 1
asap 7706 -4,65254768759597 1 2
ungraciously 7707 -8,55165604378639 1 0
opt 7708 -7,50558353229686 1 0
xxl 7709 -7,65342551025256 1 0
5'2 7710 -8,77591577990722 1 0
98lbs 7711 -7,61105048396208 1 0
retreated 7712 -9,01444152082058 1 0
partition 7713 -7,63828970791692 1 0
lacklustre 7714 -8,36786407659196 1 0
hasn’t 7715 -16,8660634401096 3 0
someone’s 7716 -0,235306312486206 1 0
unimpressed 7717 -1,79429008140894 1 0
goodwill 7718 -2,01277576937004 1 0
insulting 7719 -0,914341570816162 2 0
improving 7720 32,5713971025643 1 6
retrieving 7721 -1,07704330905203 1 0
loosing 7722 -2,62380551170735 1 0
2:50am 7723 -1,57781813613969 1 0
6:45am 7724 -0,921529346248847 1 0
52 7725 -1,20906900731338 1 0
unfairly 7726 -0,833722800078673 1 0
6:45 7727 -1,06790656185146 1 0
individually 7728 5,16471666706014 1 5
semi 7729 0,00833097189121457 1 0
occurence 7730 -0,171356776855586 1 0
handout 7731 -0,700598366931359 1 0
covering 7732 -0,269918086179494 1 0
a-e 7733 -1,05135261879831 1 0
handles 7734 -0,275472410198055 1 0
abandoning 7735 -0,884049723755591 1 1
managers 7736 -1,19112215931114 3 2
constructive 7737 -1,98190481294035 1 0
unusable 7738 -2,18529449491077 1 0
venues 7739 -1,96227557103256 1 0
usable 7740 -1,40379437576225 1 0
cafe 7741 -1,16154983959233 2 1
restaurant/supermarket 7742 -2,08702196822829 1 0
differences 7743 -0,398691774391891 1 0
booths 7744 -0,813421010278827 1 0
bronchitis 7745 -0,0330795909432133 1 0
cough 7746 0,217748743303934 1 0
400/night 7747 -0,568052921056772 1 0
ey1996 7748 -3,81989649171936 1 0
auh-hkt 7749 -3,64325320573675 1 0
constituted 7750 -3,94457494893324 1 0
woeful 7751 -4,44945742080429 1 0
embarrassed 7752 -4,0237637037522 1 0
outfit 7753 -4,54145232948542 1 0
ryan 7754 -3,0711531565856 1 0
reassured 7755 5,46931609211923 1 3
14:30pm 7756 -0,594930272174501 1 0
14:00pm 7757 -0,431881815675591 1 0
17:00pm 7758 -1,16256467707575 1 0
windless 7759 0,545849905324099 1 0
outright 7760 -4,91528995917891 2 0
2,000 7761 -0,884641070610211 1 0
truth 7762 0,183627481378442 1 0
inclined 7763 -0,213914410310758 1 0
earns 7764 -0,382068642499889 1 0
bogota's 7765 -0,975317322078774 1 0
dorado 7766 -2,64113234264829 3 0
7:57am 7767 -0,863088811125182 1 0
7:50am 7768 -1,96281723215376 2 0
48a 7769 -2,78381426789975 2 0
sprinting 7770 -2,87494107516247 2 0
mezzanine 7771 -0,853401523387712 1 0
affiliated 7772 -1,90899560586968 1 0
deepest 7773 1,24949980613287 1 1
hide 7774 -1,11054720399461 1 0
coward 7775 -1,06705359130495 1 0
summon 7776 -0,790021352744671 1 0
1,500 7777 -2,02511374923639 1 0
linger 7778 -0,56439713778179 1 0
acknowledging 7779 -1,78844975381552 1 0
overwhelming 7780 1,37318227620478 1 1
screenshots 7781 -1,16566987753178 1 0
pictures 7782 -0,348010131226857 1 0
locations 7783 1,50796974911726 1 1
processes 7784 -1,54709414623077 2 0
peril 7785 -0,821899417146062 1 0
sanity 7786 -1,77683472427392 1 0
textbook 7787 -0,828465817788833 1 0
cyclist 7788 -4,78019957844177 1 0
scientist 7789 -5,84478848890624 1 0
bicycle 7790 -9,38911960208282 2 0
externally 7791 -4,75924041814135 1 0
acceptance/not 7792 -5,81934019546925 1 0
liability 7793 -5,73114445983951 1 0
bike 7794 -9,94698581897979 2 0
dumped 7795 -5,51915336475668 1 0
unridable 7796 -4,34517738057542 1 0
occasionally 7797 -5,47310762646287 1 0
insurer 7798 -5,81662320341758 1 0
recovery 7799 -5,63810375972563 1 0
baggage-ralated 7800 -4,49194736899433 1 0
0.5 7801 -5,6191625305075 1 0
sour 7802 -5,00523579917161 1 0
jet 7803 9,56391794903386 2 7
blues 7804 -1,2683121231237 1 0
sheet 7805 -0,691173404683905 1 0
number/number 7806 -2,14046179407298 1 0
tries 7807 -3,17326349349379 1 0
head-high 7808 -2,93090513294139 1 0
dividers 7809 -3,50409957273123 1 0
privacy 7810 1,05933738227903 1 4
flimsy 7811 -6,56981662724624 2 0
fail 7812 -1,56748471812694 1 1
disguise 7813 -5,37411502756836 2 0
width 7814 -1,72733236939056 3 7
inserted 7815 -3,64962006525584 1 0
recessed 7816 -12,7366311360787 4 0
sticking 7817 -4,82434233479404 2 1
cleverly 7818 -3,36682031921429 1 0
depicting 7819 -3,66016927154743 1 0
isolated 7820 -2,19848262760718 1 1
units 7821 -6,61266658148387 2 0
shaky 7822 -2,98288932060026 1 1
inexplicably 7823 -2,21802881924344 1 0
exposing 7824 -2,89469482227913 1 0
half-way 7825 -3,11570074642808 1 0
scalp 7826 -2,83406142924636 1 0
coughs 7827 -3,97785124735807 1 0
coughed 7828 -3,10351457307279 1 0
annoyance 7829 -3,39139394056583 1 0
185cms 7830 -2,52187631205743 1 0
6'1 7831 -1,61691380525795 1 1
thick 7832 -0,008490587542062 1 2
index 7833 -2,72629347938406 1 0
wobbly 7834 -3,09650248614908 1 0
noise-cancelling 7835 -2,50765531994759 1 0
mouse-like 7836 -3,96043417968807 1 0
controller 7837 0,188072085142169 1 2
outlet 7838 -4,62371822312647 3 1
carpeting 7839 -2,55592078178 1 0
ottoman 7840 -2,78143766926668 1 0
pouch 7841 -2,60357130528594 1 0
magazines 7842 -1,19756071912011 1 3
compartments 7843 -4,37610003700298 3 0
medium-sized 7844 -2,20412581605098 1 0
surfaces 7845 -3,71930297334646 2 0
ufo-looking 7846 -2,29175570150453 1 0
contraption 7847 -3,845225233466 1 0
designers 7848 -4,00381207554779 1 0
ceiling 7849 -3,69736570007976 1 0
ugly 7850 -2,38252238663031 1 0
cheap-looking 7851 -2,22083510091567 1 0
producing 7852 -2,40628732662009 1 0
palest 7853 -2,45645395124166 1 0
failings 7854 -2,63962113509868 1 0
cheapness 7855 -3,27928085307557 1 0
glorified 7856 -4,03627321586771 1 0
